x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,target
3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,84.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,19
3.0,1.0,2.0,,1.0,,1.0,0.0,2.0,0.0,84.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,19
1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,86.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,18
0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,84.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,,18
0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,,85.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,18
0.0,2.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,85.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,18
1.0,,1.0,0.0,2.0,0.0,1.0,2.0,,0.0,85.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,18
2.0,1.0,2.0,1.0,,1.0,,1.0,2.0,,86.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,19
2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,85.0,2.0,,0.0,1.0,1.0,2.0,0.0,1.0,1.0,19
2.0,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,86.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,18
2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,86.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,19
1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,86.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,19
2.0,,0.0,2.0,1.0,0.0,1.0,,0.0,0.0,85.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,18
3.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,85.0,,2.0,0.0,1.0,1.0,1.0,2.0,0.0,,19
3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,84.0,0.0,1.0,0.0,2.0,,1.0,1.0,1.0,2.0,19
2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,85.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,,19
2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,84.0,0.0,2.0,2.0,,1.0,1.0,0.0,2.0,0.0,18
3.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,1.0,85.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,19
2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,86.0,0.0,2.0,2.0,0.0,1.0,,1.0,2.0,2.0,18
1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,19
3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,,86.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,19
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,19
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,86.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,19
2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,86.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,18
2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,85.0,,1.0,2.0,,1.0,1.0,0.0,0.0,0.0,19
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,19
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,84.0,2.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,19
1.0,2.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,85.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,18
0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,85.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,18
1.0,2.0,,,,0.0,1.0,0.0,0.0,0.0,84.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,18
2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,84.0,1.0,2.0,2.0,1.0,,2.0,1.0,0.0,1.0,18
3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,85.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,19
1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,84.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,19
1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,0.0,85.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,18
2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,,85.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18
3.0,2.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,85.0,,1.0,1.0,1.0,0.0,,2.0,2.0,1.0,19
3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,86.0,,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,19
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,84.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,18
2.0,2.0,0.0,1.0,2.0,1.0,,2.0,,2.0,84.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,18
1.0,2.0,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,86.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,18
2.0,2.0,1.0,2.0,,1.0,2.0,1.0,0.0,0.0,86.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,18
3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,85.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,19
2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,19
2.0,2.0,,2.0,0.0,1.0,0.0,2.0,0.0,1.0,84.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,18
3.0,1.0,,1.0,1.0,1.0,2.0,1.0,0.0,1.0,86.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,19
2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,84.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,19
,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,85.0,1.0,,1.0,1.0,1.0,2.0,,0.0,2.0,19
2.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,85.0,,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,19
3.0,,0.0,1.0,2.0,,1.0,1.0,0.0,2.0,86.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,19
3.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,85.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,19
2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,85.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,,0.0,18
1.0,1.0,2.0,0.0,,1.0,1.0,1.0,0.0,2.0,86.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,19
1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,84.0,0.0,0.0,0.0,,2.0,0.0,1.0,2.0,1.0,18
0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,18
3.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,85.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,,19
2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,85.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,18
3.0,2.0,,1.0,2.0,1.0,0.0,2.0,1.0,0.0,84.0,1.0,0.0,1.0,1.0,,2.0,2.0,2.0,0.0,19
3.0,1.0,0.0,2.0,1.0,,0.0,1.0,0.0,0.0,85.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,19
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,86.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,19
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,85.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,18
2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,85.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,19
3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,86.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,,1.0,19
1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,85.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,19
1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,84.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,18
2.0,1.0,1.0,1.0,2.0,,1.0,0.0,1.0,1.0,86.0,2.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,18
1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,85.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,,2.0,18
2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,85.0,1.0,1.0,0.0,2.0,0.0,,,2.0,1.0,19
1.0,2.0,,2.0,2.0,0.0,1.0,2.0,0.0,1.0,84.0,,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,19
0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,84.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,18
1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,85.0,2.0,,,1.0,0.0,1.0,0.0,0.0,1.0,19
3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,19
3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,85.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,19
2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,86.0,0.0,,,2.0,0.0,0.0,1.0,1.0,2.0,18
1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,86.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,19
3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,85.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,19
1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,,2.0,,1.0,2.0,0.0,1.0,2.0,0.0,2.0,18
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,86.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19
1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,85.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,19
1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,85.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,18
0.0,2.0,1.0,1.0,2.0,0.0,,1.0,,0.0,84.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,18
1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,86.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,18
1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,86.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,18
2.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,2.0,84.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,19
2.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,84.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,19
2.0,2.0,1.0,1.0,,1.0,0.0,2.0,2.0,1.0,86.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,,0.0,18
2.0,1.0,1.0,1.0,2.0,,1.0,0.0,0.0,,84.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,18
1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,85.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,18
1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,85.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,18
2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,85.0,0.0,1.0,,2.0,2.0,1.0,2.0,0.0,1.0,19
0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,86.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,18
1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,18
0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,84.0,0.0,0.0,,1.0,,1.0,1.0,1.0,1.0,18
0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,85.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,18
1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,85.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,18
2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,85.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,19
2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,85.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,18
2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,84.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,0.0,19
3.0,1.0,2.0,1.0,2.0,2.0,,2.0,0.0,1.0,85.0,,1.0,2.0,,1.0,,1.0,2.0,2.0,19
3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,,86.0,,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,19
1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,84.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,18
3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,85.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,0.0,19
2.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.0,86.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,,1.0,18
1.0,,2.0,2.0,,1.0,2.0,1.0,1.0,0.0,85.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,18
1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,86.0,1.0,1.0,,1.0,2.0,0.0,2.0,2.0,1.0,18
2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,86.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,19
3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,0.0,19
2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,84.0,1.0,1.0,2.0,0.0,1.0,0.0,,1.0,1.0,18
1.0,2.0,1.0,0.0,2.0,1.0,0.0,,1.0,2.0,,2.0,,0.0,1.0,1.0,,0.0,0.0,2.0,18
2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,86.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18
0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,84.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,,0.0,18
1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,86.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,19
1.0,1.0,1.0,0.0,0.0,1.0,,,1.0,1.0,86.0,0.0,,0.0,2.0,1.0,1.0,0.0,2.0,1.0,19
0.0,2.0,1.0,0.0,1.0,1.0,2.0,,1.0,0.0,86.0,1.0,2.0,,1.0,1.0,,2.0,1.0,2.0,18
2.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,86.0,1.0,1.0,2.0,2.0,2.0,,1.0,0.0,1.0,19
3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,85.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,19
1.0,2.0,1.0,1.0,,1.0,1.0,0.0,1.0,2.0,86.0,1.0,,1.0,0.0,1.0,2.0,1.0,2.0,0.0,18
2.0,2.0,1.0,2.0,,1.0,1.0,0.0,2.0,2.0,85.0,,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,18
3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,85.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,19
0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,85.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,18
2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,85.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,19
2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,86.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,18
2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,85.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,19
0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,18
1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,84.0,2.0,,1.0,2.0,1.0,0.0,1.0,1.0,2.0,18
1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,85.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,19
1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,85.0,0.0,,2.0,0.0,1.0,1.0,1.0,2.0,0.0,19
2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,85.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18
,2.0,,2.0,0.0,1.0,1.0,2.0,0.0,1.0,86.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,18
,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,85.0,2.0,2.0,1.0,,,2.0,1.0,1.0,2.0,19
0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18
2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,86.0,0.0,1.0,,1.0,2.0,0.0,,0.0,2.0,18
1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,84.0,,1.0,1.0,2.0,2.0,1.0,0.0,,0.0,19
0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,,2.0,85.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,18
1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,86.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,19
2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,85.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,19
1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,84.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,18
2.0,1.0,1.0,0.0,0.0,2.0,1.0,,,1.0,86.0,1.0,1.0,,1.0,1.0,,0.0,2.0,2.0,19
2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,86.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,19
2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,84.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,19
3.0,,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,84.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,2.0,19
3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,,2.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,19
2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,84.0,1.0,2.0,1.0,1.0,,0.0,1.0,1.0,1.0,19
1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,84.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,19
3.0,1.0,,1.0,0.0,1.0,1.0,1.0,2.0,,85.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,19
3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,85.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,19
1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,84.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,18
1.0,1.0,1.0,2.0,2.0,0.0,1.0,,0.0,0.0,85.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,19
3.0,,0.0,1.0,0.0,0.0,,2.0,2.0,0.0,85.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,19
1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,84.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,18
2.0,1.0,0.0,0.0,1.0,0.0,1.0,,2.0,0.0,86.0,0.0,0.0,,1.0,2.0,1.0,0.0,0.0,1.0,18
2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,84.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,19
,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,84.0,1.0,1.0,0.0,,1.0,1.0,2.0,0.0,1.0,19
2.0,1.0,0.0,1.0,,0.0,,0.0,2.0,1.0,85.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.0,2.0,19
1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,85.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,19
2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,85.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,,18
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,85.0,1.0,0.0,,,1.0,0.0,1.0,,1.0,19
0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,18
2.0,1.0,,1.0,1.0,1.0,1.0,0.0,2.0,2.0,84.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,19
0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,85.0,1.0,0.0,0.0,1.0,0.0,1.0,,2.0,2.0,18
2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,84.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,19
3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,85.0,2.0,1.0,1.0,1.0,1.0,2.0,,0.0,1.0,19
,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,86.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,18
3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,86.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,19
2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,85.0,0.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,19
3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,84.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,19
2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,86.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,18
0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,84.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,18
2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,86.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,18
2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,18
1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,84.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,19
1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,84.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,18
3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,85.0,2.0,2.0,2.0,0.0,,2.0,,0.0,0.0,19
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,85.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,18
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,85.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,18
1.0,1.0,,1.0,1.0,0.0,1.0,2.0,2.0,2.0,85.0,1.0,1.0,,0.0,2.0,1.0,2.0,2.0,1.0,19
0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,85.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,18
